Date,Collectivité concernée,Nom du fournisseur,SIRET,Activité principale,Objet de la dépense,Justificatif,Montant,Catégorie,Remarques
2/11/2021,Dax,Inconnu,,Restauration,Rencontres européennes du thermalisme ,"Screenshot of madada.fr on 2023-11-09 at 11.50.40.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/EeXaHSg_bW5HM3z9ndL8yA/rJVK6P6Utd5bFQOqjGRmEA2tfD0j2Y1qiKwSHdqlX0ymJ2pe26BHA3T3_wMN_e4fxJHpg6Yis3V0QMz9KXmZtGmPPGv3MipIZkaW1VUwHrFIa5ys19dxJGfIze7EXAV2Jl1CEXCOIcQ7_WraOMLFjEhMqTec1ZH_sZ4yKGqYh7ay1naeYUu4DxajgFMS2mtJ/0nujWzZsfG2u_hCBnWe8EdGPz7tTgnBRuHlAQsMBzaA),Screenshot of madada.fr on 2023-11-09 at 11.50.46.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/zt_Vnn_TCFMfhyH-FhnTHw/82350bee_JrOUNEpAJ2Mxp6D092c_iGpb7K0rg3jxK_QRgtQP76cyz-0sgJ9u_FJ5nBQDeZ5SpD9sRl3-CMrSf7Sv2QEqc7XQMWep99ZCB3cqCA8adayjwUdqYcSnMDy_zFOQvDtye-1Uod-lX06GJtTrnW-9A33NfnrxRGr8zJBEGYHdjxE2wivG_A1Svx9/41-yHhE7sV9FXnJRep3G0zq49vo7UJK7Um1ZfmsWtqk),Screenshot of madada.fr on 2023-11-09 at 11.50.52.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/6faNdOoBCRMv2mXm0Nz3LQ/iZQz9Oeka9AJLzEIz2qswN2or8q-o7WNsbEgRLMybE6JQveHq66fx2kpsxKdkQZMbTB-cooJeLRtAF2koicENhRBNbDMRiMNYpJJLwM8nLuH_kQrtEXwqGsy4714rEM1KkIPmZ5IT-WjIClnRrEmgTEeig9IApol1LbgI6wNx5JIvEeaSOsL_g23703RXsEQ/0lWpIb4cpWBmVc9MDF8s2lUelkoABP0joNmPiHSxYqw),Screenshot of madada.fr on 2023-11-09 at 11.51.06.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/fF6E9WNe7xD6QtiL-ue1WQ/6SrGUZI5N58JcuNofM2TWaaZDgbQBbO5K6z8tuxfsvUdtXPECCEzD6DeGgtsSFztb_0nCdMOwGgxsbGrFhhL5jhhOUKl6fLK965EnVY7NuD3mqehdaSR3ht-G6kixOLC6TQMhiozlQz37fwIxk1EwGgwGVeBVG9P1MJScQi5FRhGEmHjPxYFGaisFr-_-ZO7/F5Nrsa3K0ZEZZezN130q2esvcMd1LcOUZtXuwwmSWMc)","€60,00",Restauration,
2/11/2021,Dax,Inconnu,,Restauration,Rencontres européennes du thermalisme ,"Screenshot of madada.fr on 2023-11-09 at 11.50.40.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/EeXaHSg_bW5HM3z9ndL8yA/rJVK6P6Utd5bFQOqjGRmEA2tfD0j2Y1qiKwSHdqlX0ymJ2pe26BHA3T3_wMN_e4fxJHpg6Yis3V0QMz9KXmZtGmPPGv3MipIZkaW1VUwHrFIa5ys19dxJGfIze7EXAV2Jl1CEXCOIcQ7_WraOMLFjEhMqTec1ZH_sZ4yKGqYh7ay1naeYUu4DxajgFMS2mtJ/0nujWzZsfG2u_hCBnWe8EdGPz7tTgnBRuHlAQsMBzaA),Screenshot of madada.fr on 2023-11-09 at 11.50.46.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/zt_Vnn_TCFMfhyH-FhnTHw/82350bee_JrOUNEpAJ2Mxp6D092c_iGpb7K0rg3jxK_QRgtQP76cyz-0sgJ9u_FJ5nBQDeZ5SpD9sRl3-CMrSf7Sv2QEqc7XQMWep99ZCB3cqCA8adayjwUdqYcSnMDy_zFOQvDtye-1Uod-lX06GJtTrnW-9A33NfnrxRGr8zJBEGYHdjxE2wivG_A1Svx9/41-yHhE7sV9FXnJRep3G0zq49vo7UJK7Um1ZfmsWtqk),Screenshot of madada.fr on 2023-11-09 at 11.50.52.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/6faNdOoBCRMv2mXm0Nz3LQ/iZQz9Oeka9AJLzEIz2qswN2or8q-o7WNsbEgRLMybE6JQveHq66fx2kpsxKdkQZMbTB-cooJeLRtAF2koicENhRBNbDMRiMNYpJJLwM8nLuH_kQrtEXwqGsy4714rEM1KkIPmZ5IT-WjIClnRrEmgTEeig9IApol1LbgI6wNx5JIvEeaSOsL_g23703RXsEQ/0lWpIb4cpWBmVc9MDF8s2lUelkoABP0joNmPiHSxYqw),Screenshot of madada.fr on 2023-11-09 at 11.51.06.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/fF6E9WNe7xD6QtiL-ue1WQ/6SrGUZI5N58JcuNofM2TWaaZDgbQBbO5K6z8tuxfsvUdtXPECCEzD6DeGgtsSFztb_0nCdMOwGgxsbGrFhhL5jhhOUKl6fLK965EnVY7NuD3mqehdaSR3ht-G6kixOLC6TQMhiozlQz37fwIxk1EwGgwGVeBVG9P1MJScQi5FRhGEmHjPxYFGaisFr-_-ZO7/F5Nrsa3K0ZEZZezN130q2esvcMd1LcOUZtXuwwmSWMc)","€110,00",Restauration,
2/11/2021,Dax,Inconnu,,Restauration,Rencontres européennes du thermalisme ,"Screenshot of madada.fr on 2023-11-09 at 11.50.40.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/EeXaHSg_bW5HM3z9ndL8yA/rJVK6P6Utd5bFQOqjGRmEA2tfD0j2Y1qiKwSHdqlX0ymJ2pe26BHA3T3_wMN_e4fxJHpg6Yis3V0QMz9KXmZtGmPPGv3MipIZkaW1VUwHrFIa5ys19dxJGfIze7EXAV2Jl1CEXCOIcQ7_WraOMLFjEhMqTec1ZH_sZ4yKGqYh7ay1naeYUu4DxajgFMS2mtJ/0nujWzZsfG2u_hCBnWe8EdGPz7tTgnBRuHlAQsMBzaA),Screenshot of madada.fr on 2023-11-09 at 11.50.46.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/zt_Vnn_TCFMfhyH-FhnTHw/82350bee_JrOUNEpAJ2Mxp6D092c_iGpb7K0rg3jxK_QRgtQP76cyz-0sgJ9u_FJ5nBQDeZ5SpD9sRl3-CMrSf7Sv2QEqc7XQMWep99ZCB3cqCA8adayjwUdqYcSnMDy_zFOQvDtye-1Uod-lX06GJtTrnW-9A33NfnrxRGr8zJBEGYHdjxE2wivG_A1Svx9/41-yHhE7sV9FXnJRep3G0zq49vo7UJK7Um1ZfmsWtqk),Screenshot of madada.fr on 2023-11-09 at 11.50.52.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/6faNdOoBCRMv2mXm0Nz3LQ/iZQz9Oeka9AJLzEIz2qswN2or8q-o7WNsbEgRLMybE6JQveHq66fx2kpsxKdkQZMbTB-cooJeLRtAF2koicENhRBNbDMRiMNYpJJLwM8nLuH_kQrtEXwqGsy4714rEM1KkIPmZ5IT-WjIClnRrEmgTEeig9IApol1LbgI6wNx5JIvEeaSOsL_g23703RXsEQ/0lWpIb4cpWBmVc9MDF8s2lUelkoABP0joNmPiHSxYqw),Screenshot of madada.fr on 2023-11-09 at 11.51.06.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/fF6E9WNe7xD6QtiL-ue1WQ/6SrGUZI5N58JcuNofM2TWaaZDgbQBbO5K6z8tuxfsvUdtXPECCEzD6DeGgtsSFztb_0nCdMOwGgxsbGrFhhL5jhhOUKl6fLK965EnVY7NuD3mqehdaSR3ht-G6kixOLC6TQMhiozlQz37fwIxk1EwGgwGVeBVG9P1MJScQi5FRhGEmHjPxYFGaisFr-_-ZO7/F5Nrsa3K0ZEZZezN130q2esvcMd1LcOUZtXuwwmSWMc)","€50,00",Restauration,
2/11/2021,Dax,Inconnu,,Restauration,Rencontres européennes du thermalisme ,"Screenshot of madada.fr on 2023-11-09 at 11.50.40.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/EeXaHSg_bW5HM3z9ndL8yA/rJVK6P6Utd5bFQOqjGRmEA2tfD0j2Y1qiKwSHdqlX0ymJ2pe26BHA3T3_wMN_e4fxJHpg6Yis3V0QMz9KXmZtGmPPGv3MipIZkaW1VUwHrFIa5ys19dxJGfIze7EXAV2Jl1CEXCOIcQ7_WraOMLFjEhMqTec1ZH_sZ4yKGqYh7ay1naeYUu4DxajgFMS2mtJ/0nujWzZsfG2u_hCBnWe8EdGPz7tTgnBRuHlAQsMBzaA),Screenshot of madada.fr on 2023-11-09 at 11.50.46.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/zt_Vnn_TCFMfhyH-FhnTHw/82350bee_JrOUNEpAJ2Mxp6D092c_iGpb7K0rg3jxK_QRgtQP76cyz-0sgJ9u_FJ5nBQDeZ5SpD9sRl3-CMrSf7Sv2QEqc7XQMWep99ZCB3cqCA8adayjwUdqYcSnMDy_zFOQvDtye-1Uod-lX06GJtTrnW-9A33NfnrxRGr8zJBEGYHdjxE2wivG_A1Svx9/41-yHhE7sV9FXnJRep3G0zq49vo7UJK7Um1ZfmsWtqk),Screenshot of madada.fr on 2023-11-09 at 11.50.52.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/6faNdOoBCRMv2mXm0Nz3LQ/iZQz9Oeka9AJLzEIz2qswN2or8q-o7WNsbEgRLMybE6JQveHq66fx2kpsxKdkQZMbTB-cooJeLRtAF2koicENhRBNbDMRiMNYpJJLwM8nLuH_kQrtEXwqGsy4714rEM1KkIPmZ5IT-WjIClnRrEmgTEeig9IApol1LbgI6wNx5JIvEeaSOsL_g23703RXsEQ/0lWpIb4cpWBmVc9MDF8s2lUelkoABP0joNmPiHSxYqw),Screenshot of madada.fr on 2023-11-09 at 11.51.06.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/fF6E9WNe7xD6QtiL-ue1WQ/6SrGUZI5N58JcuNofM2TWaaZDgbQBbO5K6z8tuxfsvUdtXPECCEzD6DeGgtsSFztb_0nCdMOwGgxsbGrFhhL5jhhOUKl6fLK965EnVY7NuD3mqehdaSR3ht-G6kixOLC6TQMhiozlQz37fwIxk1EwGgwGVeBVG9P1MJScQi5FRhGEmHjPxYFGaisFr-_-ZO7/F5Nrsa3K0ZEZZezN130q2esvcMd1LcOUZtXuwwmSWMc)","€50,00",Restauration,
19/4/2022,Dax,Inconnu,,Transport,Carburant,"Screenshot of madada.fr on 2023-11-06 at 21.46.06.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/pLnKQk34FwuWK0KnqeGBLw/2Gbmo5Lnm_vt2AzU-6o-0qoa5jkG0SUW4p7JqIxZV10b0AyvMGnIF-cZikAldr-4JTklly3GgDyZy8TdJSiIRNZG7I07-aOrwHfJoQBw-nBthSBNqe6JLAmsC2FCol2EclxDvqJCAgNxnZURwn3u23xmwQjfaGni40mifEjR6Dieq-Msz5CviuyfhbkQgt5R/JSJ5c_iIc1kDiklPbuj3lnBZvssHNv6mJK987gw05O8),Screenshot of madada.fr on 2023-11-06 at 21.46.18.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/tXB776hiYkC5IgNZB-FazQ/dHzllEW9RlaUFj3Z2XdM3Ou2XNWOubw84ImWm8Y3elm0cF3_pTbKPKN7GsSc_Uo3ZIEAPl0q0n6ZnBt_qi-_w67D2Z3BvNWKKKA68hy_Q4m4XJxqkXIYom4cejsn7CxlkzlFcbxtskVtnk-szAjgspyFKh6ZZxI6ziFoqO_Lxo-GNwaiOUBeTjNOJeWFJ8Qj/XCBcTqYhH8ZzTLmEaw-SV_gNb1yXabWYOy1Dx2MiHHM),Screenshot of madada.fr on 2023-11-06 at 21.46.26.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/tbM3UsTtRJC2KXiegUq4OA/NcD51KPNe-rwddJ3QOBcsZdgJKUTc8Mb2U20KZtln0UurQQFgAFOZG-0pgMWM0rt7ZPuNctRXPqQGsig7VO80RZajxqHIVunW9vSUUhYTZgdCz49RP6fJlAWWhIT-RNfZR0CfvMzZF3aTnnmRldNAzzl_XxLjpTo-pmi4SQtzcVVFbe-igwr94WHnKpmK5z5/MjtKnrGNDI7NepCCz4lQW5AEckVlpXx-t_3374iKWiU),Screenshot of madada.fr on 2023-11-06 at 21.47.19.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Q1noIJD8sgR6ebXefTvpFQ/LC5poW1PLKLd1TP6SQz3qTU3teakOKIpF1zf0E4D3O0XtWFZOrSjWQzN0D9MUeSNyWhZpWjNA_TokoT_E-vShXNMLwOZYSjFwtVniXL1P2pJGKS9f9NcaJytue8hnEwKHzzJD4Qp5pHH31kE_IpTldkjRoSPbxai_lsP8YTWi6IFXMjJ-ziDZghgwOo-PvrI/P91X9ylBAH-VdXC8qth-NRwkl8K__JeN5WWAbGr69BA),Screenshot of madada.fr on 2023-11-06 at 21.47.32.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/4N2wCaXmO9Y0ZarE2OqAfQ/e_7Q1y0EFfbn8pl9hpic619NPBHAY5gAxH7THAqhlIbRHn5idvfbMY5O5ZPj26bHoeHoAB8YQ82HQraDw0cLIF92aR2fMMJ_tXL36JEigp9OawgYHP5BdWL53T0JtWfYyEqqwQAhNz6cfcDh_UlRtYEr6b0Klq8uBA7Hygcsh92PXRZiFwKyHm696gwOh5Kp/CiY1deEBo_viKQ4l8KHFy6aA62G4s-6NeeUVEndxZBE)","€62,82",Transport,
12/10/2021,Dinan,Bistrot la Goulue ,82087980700023,Restauration traditionnelle ,2 repas complets ,Capture d’écran 2023-10-22 à 17.06.36.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/cQEhdO2t26O_Hu0a3vJ3Mg/1Snh2MCIu-9I66SVTXqC8XflgVlRd94AvKd74TR3I3OBnVbDc6Z4intRbXJ13hynEWg5L8UXRHeWz1YprV8a804JYdORSMpQHeek3xfRU7NIAOhM7RV9oxx8E63XxUEDzmlEZAMSFwtBNEpNXSpooA4EmxISs-WvbfjbF7Fv92g/vrdo4T3xVSlndzmXaJ-LkcuzazB-TWndojdAKpUPzZc),"€37,90",Restauration,
28/9/2021,Dinan,Le 1 de la place ,80246518700010,Restauration traditionnelle ,12 repas ,Capture d’écran 2023-10-22 à 17.09.27.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Zjb5a_-2cxIQVyvmwaECbw/tDtPqoSwmkuc3q6FK8vTE1EPyH6W9ID1lpN95-cFwInZju8H4KFRcanNuXIFqDAo9Zv_p-EH8d34cNwuvWQan3wJLpWK0gb7rkov1OSL-31fL5j0kPGoJqGLWnBu-4qPOew83Ov4k2kOWp1H7UAWjtOZBH7diagAFk1q6HUQ1x4/v-NrsKoeP8AjkKoKLEimGLpOvCi1W6ReiebKSoZG9rA),"€291,00",Restauration,
9/11/2021,Dinan,Le 1 de la place ,80246518700010,Restauration traditionnelle ,3 repas ,Capture d’écran 2023-10-22 à 17.12.40.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/v4-NWk09hL1egWfz45s0fg/2OkRb9xpat7Qahuh7hH60PI5VNN2o6ruqu7MF0EMqs7w3Wd6zO7WiUwxfPC3GKy64R-md3OZrdgc1yD0ppIIv-jeBr0bDeVhY-lvEU8D2aahm_vCQFH5wJDBrS6eXVOTOPVlmYqV-Ye4YIihj9htoXFRrkjLCH7af56z3TRDS4U/OStlOYnwp7MP7i1sDCEYtXYofWYT-JA36l3gzgXH9AA),"€68,00",Restauration,
4/11/2021,Dinan,SVM morvan affaires ,49753135000013,Activités des agences de voyage,voyage en train jusqu'à Paris Montparnasse aller et retour jusqu'au dol de bretagne (1e classe). ,Capture d’écran 2023-10-22 à 17.18.27.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Vtd2rZ1VFm7IwcWQEJh0eA/i0DncOHwCHAPELmbCSrvABTIVkusJEvIznQEB4dR0dwExJkfeJXFByM-YjZq38_e0klSCdcxeY7MrpQIzlCtg5YGU2o5U0J-_0VmVPBFPRuG-KFsFVekl0q3STF_TEHiX8-GluZS2QBZmiIGzEvJh1PXalC4FRsbFfLIqTVmamU/usglDcfCQ3dttfRGnoepVZ-P-_Roi3EWX3VkqaO9kcM),"€144,40",Transport,
3/12/2021,Dinan,Association des maires de France et des présidents d'intercommunalité ,78471845400027,Activités des organisations patronales et consulaires,participation au 103e congrès ,Capture d’écran 2023-10-22 à 17.19.03.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/iH1q0ZHQhxYkalBto8JY1Q/TEPFP2RMWdk_OdVgRGycuN2YHOrwSTR1zEeUsYBCi-g91mN-1mzGL5Qcmnwq2LyEpTx0Se78TcrTJOx0IkW5Fjk8lLgXixT6yAFm-fuYEERt9n_eHR8FpnCETZUjgcYfJaWhat1u_nYp4mtEVxP0H-LATKsduHdJSU8e7LkDB0g/puTqZURT_VGhbUrQPs_kWbXIKKUSp74aVsL8DeiuKBc),"€190,00",Participation à un congrès,
8/12/2022,Dinan,Association des maires de France et des présidents d'intercommunalité ,78471845400027,Activités des organisations patronales et consulaires,participation au 104e congrès ,Capture d’écran 2023-10-22 à 17.22.16.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/f8IV9vccQhHvjbGMvTcolA/TrsddRersEtgIwUh2fk_27b9V16zUyQJ9YyoubjjJB5jK6wwRxbKxdYptJQoSyCQ76EWYBp4N2XBqyA2UwS6BGlsxrcukJme8snhEnkhAT52FuuV1HtnXw23p6MzJHOOHy8KXigT2ihNLk12cMnOCqhuNd9aiE15B6mZGDBIV60/tv9qJ_ViATiscHXgF9DW4VN2WOVBUjwzSWdJY8h2oJ4),"€95,00",Participation à un congrès,
6/5/2022,Dinan,SITES ET CITES REMARQUABLES DE FRANCE,43980717300034,Autres organisations fonctionnant par adhésion volontaire,Congrès national des sites & cites remarquables de France (30 juin et 1er juillet 2022) ,Capture d’écran 2023-10-22 à 17.23.51.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/D_L-Hi9L-nCZHqD82Z6puw/dsHlbMDy0ng0RjWUnwXotR140QjOF9ABqISMocxXcL0JgMhkZr45b2ntnOV6pwk1FcmFPk1AFRIQDIIpB5LY0CXLBaRaQah8nw11976F62-068g7HT0jmHbFTMhJ_MjF1LtceSqrCffLviBe52cIYt0Hjju0XeL3PjSTrgVYDuU/wLwvUNMlgoY9nfXzZLUQnawT4y1WhdZI8dGJG2P7UFY),"€100,00",Participation à un congrès,
17/5/2022,Dinan,Grand Dax Tourisme & Thermalisme ,82431313400010,Autres services de réservation et activités connexes,séjour du mercredi 29 juin 2022 au dimanche 3 juillet 2022 ,"Capture d’écran 2023-10-22 à 17.28.48.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/ipywue7ZBrI8_CdAMKjRJQ/7Qs5LqqQp1y505mn9PC5r9KJkAHTnInMgS_ZalczLGJWLMIIPTqcynzozDXVkw3HeWWW1235KoLvZAqVzFoBc6zno0uXKCe9Gil9ZVGlYODzicsWvhbxP8N7Ah90nDAq5iIjDVmS5Y3M1QLkJaPHH_1eMAuNTXVyWiJhJ3ALflA/-lPcjD_JdHGGWpadgqnu_rkYt4u5ULhJt2MsPEXq0Nk),Capture d’écran 2023-10-22 à 17.29.00.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/xiWARwPkbbzNV0TrsgGXCA/djcVRYaKiTJXIWnunQOOAKyPLYUkJ6b9c7uVE5nG9k8v4EdDbp69d3DUfUyknyPjW9T0xouNtVl339koUUqKTEBzuTxjbnzWNeiJXhtsuNQKI5cr3lgt1EkS0HHt5VCvriYrFmrY_2qywUT49QdxFudo02e7AQV5qbSZhOTDCXs/6-DJPyvY8H1FAOMhqAYl2Z0q0grzSik8gn54zOWj7bA)","€313,28",Hôtel,
17/6/2022,Dinan,SVM morvan affaires ,49753135000013,Activités des agences de voyage,Billet  de train DAX ST /Paris Montparnasse (1e classe),Capture d’écran 2023-10-22 à 17.32.07.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/yiFkMRT76hZQSYjW7Hmv_g/v0Qm-ebqWJTPn34nIBZtnlbmuEdGm88VtvGR_lwez6SjexWUbo8junXUbyw9_igTCSUk_ioPcbX6wZG-SsnAgUfeTLt_UfT_wGkA2uifPlvf7qLck63z6u0a1aPKCRa4RZmVwtP3xJtir2pRTk8mnX0L-1WFxa9LKKLctgkaYqg/U7DBjg6QNLVRwk_S2yVAxpeqEttNIGjG3mjQGVTV22A),"€160,00",Transport,
27/6/2022,Dinan,SVM morvan affaires,49753135000013,Activités des agences de voyage,Billets de train Dol de Bretagne- Paris Montparnasse aller/retour (1e classe) ,Capture d’écran 2023-10-23 à 12.50.15.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Cu7mSRl3kYSSeIt6_dakKg/onhyD8flBFZDYArLv0hrO5gnLq1Sxf21_LxGC6O41m-qGKRIm7ttRd7mD1zWYflilblqHwWRy38bjPPuTq9yzErXKVpzgWiKnQ3-YbDPbZjUTuBEfHbvQyZNUawy61neZ1ADDAgyIYaFwUyfX_v5-bYCt2QsG8z2hAcmAVRxegY/nEEDGhhcH2OcfrkxqdeC9tgLOt8wkhC_I9XU4JVfbGk),"€208,50",Transport,
10/5/2022,Dinan,SVM morvan affaires,49753135000013,Activités des agences de voyage,"Billets de train Dax St -Bordeau St jean , Bordeau St Jean -Paris Montparnasse , Paris Montparnasse-Dax St, Paris Est-Stuttgart HBF. (1e classe). ","Capture d’écran 2023-10-23 à 12.55.38.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/r7nskLQckBNdU3pVafQvkQ/EPA0LWxz96ZTU37JziKbOl_hNh0NA-aBSHmHgiYZoZ4clueLjj0hTQYWrZkvrRgX3AAk7_Bb8wVkLeqkrmLGTAKruq_85jkMZQoX61IIgrynMJD0XU0m28v3I91IcQa1SET4DdbQqU-eZPVGkRJhTWY-apqcW37E1_6X4AfPBsg/68PZeI9Zq7J8CAHYL-A0p3kKNGijpZKmOdGut5ec6-0),Capture d’écran 2023-10-23 à 12.56.15.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/NTQk4ot2u0goQvOPt-2ccw/O8T0uaYkbmyDsct74GGm5Ch5PN3lrWh9e_RSkNZlAFZvywwJAHF1meqE4a68BT5Fdq0wDLHhxZMLj3qWcR04wwl6aEEbKDoDFN3dvbsh2B6vTRDTuLMmNS54vYOUXpl6eTMJG684BNUYU2sBjyB-BjNY8xPLKptu7b5IlLtn15Q/G8if-J92oK9fAaasETTPjach4CYD1_rihOTSlTbXo1s)","€307,30",Transport,
24/6/2022,Dinan,SVM morvan affaires,49753135000013,Activités des agences de voyage,Billet train Stuttgart HBF- Paris Est (1e classe),Capture d’écran 2023-10-23 à 12.58.34.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/sXYL0Num1KgG_tKuqogUYQ/LybUsaW2O8D4fDFb8WsrO_K78fC7_-yt04r2fBWZLMnhM6LIDAHNSPGX00WBRdip8PmXz8i8wvB6e_jcaAZwLLXewn7l3t9zioboANGeeZ4feB_Zv_4gzV7TW0_5QaE2pelHTEkNQ1oK0BQCUDAi-PAzW2U5AHePHiVgE5jifyA/jkIX9XBSuY4RPoyS2MTlHM14ky0NqwnCXUXge78PZig),"€139,00",Transport,
20/9/2022,Dinan,L'Abondance ,89150135500012,Restauration traditionnelle ,3 couverts ,Capture d’écran 2023-10-23 à 13.01.09.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/GtDWgx9D3uaHrv58OpUSNQ/CcOeaGb5sRE2_XBTUSlEtdmzumbFMeQLnVdTH8lyLd8Gkm4VvZecUNlgg8m1M-cgH7CBWKss8fb8pKEXKeVQCz7hw2dnIFtnx8YKDwkqGp-TxQzJNP9JBZVbeee3M81WJNVgxBYARRKrWAz4wfdp8NOTSCax_hhJuHCwfHCBjTo/EPAlkf3HZ0sPDC-SbupoLtwvQwoaw-sM1xzkCodqa48),"€75,50",Restauration,
14/11/2022,Dinan,SVM morvan affaires,49753135000013,Activités des agences de voyage,Billets de train SNCF Dol de bretagne - Paris Montparnasse aller/retour (1e classe),Screenshot of madada.fr on 2023-10-25 at 12.20.05.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/YFWc1lwgMgZE2gZ97VBFRQ/-AR7u2k9wwUccHKyyjAuuyGPFN88JqICq5FaVQ4Q0YB39X6ASRxOCfK2jXAWny2njqHymUMa61VZwAy8DzohMlSJrRZ2-IZ2oqzbDlqh58nhEAqh6_QHMHKRfF71Mm1Cqu4F-0eZr2qbZvCIh5L7WVBcfokBO27hqqcSaK1nwYPs3_-jZCG5Anzz1b3EReaa/HiTGp6R1Uygc7N1iFq3ulXyRWFfkalOmPApvQC74ddI),"€168,80",Transport,
9/11/2022,Dinan,SVM morvan affaires,49753135000013,Activités des agences de voyage,Billets train SNCF Rennes-Paris Montparnasse aller/retour (1e classe),Screenshot of madada.fr on 2023-10-25 at 12.22.47.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/pzdszUsHOBHr1X4aYoCduQ/Y-2AbIbVODHRedBV7fdL8hxD-0WsWYVRcD1XNzYDmspdwXvl7vwvXRqf5dUzBoggJ2ZW9HfewiZ5sUkdO9h7Wmk54Z-iruj4KdAa_EfPTScC-08IMDmktrPx3nm-DM9lT5dy-WDaFc3MdU0ESXPlczEkabekFByi5Kj0NkKYCj36yScl9tZ84MMKI7VWVByd/QL1Hyx1NHdp-2V_0q3Xbkh-n-rag2Dw2EuZrK-6_LNI),"€161,00",Transport,
8/12/2022,Dinan,Association des maires de France et des présidents d'intercommunauté,7847184500027,Activités des organisations patronales et consulaires,Participation au 104e congrès. ,Screenshot of madada.fr on 2023-10-25 at 12.25.01.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/JNXooDcR5R1vUpEzG-TzzQ/lP8PTV_sw90Nu2Wm8Ssfow6F9kw-cg5Msrwb3RtJ2v99gbGLEUsU7wVFAz-C-i6AbtQiHhjy-bFJ6VOS6yVLDy0iQl_hy__y0MLGD-Tw3bv_d8VrpR8xk8_2zo7E3m1haacJUjGHaWR-uJMf67019xVk9EkAbOm1LWzJaKMKGlDIJ-QrXzLt3vSf9PDwOvIr/rmRTZYPXBbPYyxxz60nNc-Xct8icH5VrR719u2MLMDg),"€95,00",Participation à un congrès,
23/3/2023,Dinan,Le 1 de la place ,80246518700010,Restauration traditionnelle ,Repas du jeudi 23 mars 2023,Screenshot of madada.fr on 2023-10-25 at 12.26.16.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/7nKG5N4VbOn1oxAIbTK90Q/KrmfkOeAUuPUSd2oEBX3E6ysqLiRW692eVnBNTAXf5U1HQcjr0IlmeKtXSuitPljFCIkbDMUR1bk3K-mAkhtDzgQ8McZJrvFBOgKKha89qFZxsWEdWSH-IRzCCdqZjxn6XvCVfViSJWPSCMzZUCG8w5e5eRcHk5ocYr_JtdihEo0lBX5FODT0Zrswd9Nb26f/fBuT1rWrNRlhPHVszusDq0b3jZ7uOAXEIS5Ru1_vdCk),"€62,40",Restauration,
